player_name,team,year,home_run_rate,label,batting_side,throwing_hand,height,weight,age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,IBB,onbase_plus_slugging,TB,GIDP,HBP,SH,SF
Jae Hwan Kim,Doosan Bears,2019,0.02613240418118467,Doosan Bears-2019-Jae Hwan Kim,L,R,"6' 0""",198,30,136,574,495,76,140,20,5,15,91,3,1,63,113,0.283,0.362,0.434,5,0.797,215,7,5,0,11
Jae-ho Kim,Doosan Bears,2019,0.00851063829787234,Doosan Bears-2019-Jae-ho Kim,R,R,"5' 11""",165,34,130,470,377,51,101,22,0,4,48,3,3,67,58,0.268,0.379,0.358,3,0.737,135,10,7,8,11
Tae-geun Kim,Doosan Bears,2019,,Doosan Bears-2019-Tae-geun Kim,R,R,"5' 8""",160,22,9,0,0,2,0,0,0,0,0,1,2,0,0,,,,0,,0,0,0,0,0
Hae Seong Kook,Doosan Bears,2019,0.0,Doosan Bears-2019-Hae Seong Kook,S,R,"5' 10""",207,29,21,41,35,2,6,3,0,0,2,0,0,5,13,0.171,0.293,0.257,0,0.55,9,3,1,0,0
Byung-hwee Lee,Doosan Bears,2019,0.0,Doosan Bears-2019-Byung-hwee Lee,R,R,"5' 8""",149,20,25,13,13,6,3,0,0,0,1,5,0,0,3,0.231,0.231,0.231,0,0.462,3,0,0,0,0
Heung Ryun Lee,Doosan Bears,2019,0.0,Doosan Bears-2019-Heung Ryun Lee,R,R,"6' 0""",200,30,27,44,42,3,13,2,1,0,5,0,0,2,12,0.31,0.341,0.405,0,0.746,17,1,0,0,0
Jae Il Oh,Doosan Bears,2019,0.03969754253308128,Doosan Bears-2019-Jae Il Oh,L,L,"6' 1""",209,32,130,529,467,76,137,29,1,21,102,2,1,55,99,0.293,0.369,0.495,1,0.863,231,5,3,0,4
Jae-won Oh,Doosan Bears,2019,0.014705882352941176,Doosan Bears-2019-Jae-won Oh,L,R,"6' 1""",165,34,98,204,177,30,29,8,1,3,18,6,2,25,50,0.164,0.267,0.271,0,0.539,48,3,0,2,0
Kun Woo Park,Doosan Bears,2019,0.0186219739292365,Doosan Bears-2019-Kun Woo Park,R,R,"6' 0""",176,28,127,537,458,83,146,27,5,10,64,12,3,60,57,0.319,0.397,0.465,0,0.863,213,23,7,1,11
Sei Hyok Park,Doosan Bears,2019,0.007920792079207921,Doosan Bears-2019-Sei Hyok Park,L,R,"5' 11""",189,29,137,505,441,58,123,19,9,4,63,8,2,41,68,0.279,0.346,0.39,1,0.736,172,5,7,10,6
Yu Yeon Park,Doosan Bears,2019,0.0,Doosan Bears-2019-Yu Yeon Park,R,R,"5' 9""",169,20,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Ji Hyuk Ryu,Doosan Bears,2019,0.0,Doosan Bears-2019-Ji Hyuk Ryu,L,R,"5' 11""",165,25,118,316,276,36,69,6,2,0,34,18,5,24,40,0.25,0.323,0.286,0,0.609,79,6,7,6,3
Ye Il Seo,Doosan Bears,2019,0.0,Doosan Bears-2019-Ye Il Seo,R,R,"5' 10""",182,26,7,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Seong Hyun Shin,Doosan Bears,2019,0.018518518518518517,Doosan Bears-2019-Seong Hyun Shin,R,R,"6' 0""",202,28,35,54,41,9,8,0,0,1,6,0,0,10,14,0.195,0.352,0.268,0,0.62,11,0,1,0,2
Seung Hwan Song,Doosan Bears,2019,0.0,Doosan Bears-2019-Seung Hwan Song,R,R,"6' 0""",205,18,2,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Gweon Su An,Doosan Bears,2020,0.0,Doosan Bears-2020-Gweon Su An,L,R,"5' 8""",176,27,68,41,37,10,10,0,0,0,3,2,1,2,5,0.27,0.3,0.27,0,0.57,10,1,0,1,1
Dong Hoon Baek,Doosan Bears,2020,0.0,Doosan Bears-2020-Dong Hoon Baek,R,R,"6' 0""",216,29,27,19,16,5,3,1,0,0,0,0,0,1,4,0.188,0.316,0.25,0,0.566,4,0,2,0,0
Joo Hwan Choi,Doosan Bears,2020,0.027874564459930314,Doosan Bears-2020-Joo Hwan Choi,L,R,"5' 10""",160,32,140,574,509,63,156,29,4,16,88,2,2,47,66,0.307,0.367,0.474,5,0.84,241,7,7,1,10
Yong Je Choi,Doosan Bears,2020,0.0,Doosan Bears-2020-Yong Je Choi,R,R,"5' 11""",198,28,28,49,44,9,13,0,1,0,9,0,0,4,8,0.296,0.354,0.341,0,0.695,15,2,0,1,0
Sang Ho Chung,Doosan Bears,2020,0.0,Doosan Bears-2020-Sang Ho Chung,R,R,"6' 1""",220,37,42,92,86,3,14,6,0,0,8,0,0,2,29,0.163,0.18,0.233,0,0.412,20,4,0,3,1
Jose Miguel Fernandez,Doosan Bears,2020,0.03143712574850299,Doosan Bears-2020-Jose Miguel Fernandez,L,R,"5' 10""",185,32,144,668,586,104,199,29,0,21,105,0,1,58,42,0.34,0.404,0.497,1,0.901,291,26,13,0,11
Kyeong-min Ho,Doosan Bears,2020,0.014373716632443531,Doosan Bears-2020-Kyeong-min Ho,R,R,"5' 9""",185,29,117,487,437,70,145,25,1,7,58,14,6,35,28,0.332,0.382,0.442,2,0.824,193,10,5,3,7
Seung Hyun Jang,Doosan Bears,2020,0.0,Doosan Bears-2020-Seung Hyun Jang,R,R,"6' 0""",189,26,23,22,20,5,5,3,0,0,3,0,0,1,6,0.25,0.318,0.4,0,0.718,8,2,1,0,0
Soo Haeng Jo,Doosan Bears,2020,0.0,Doosan Bears-2020-Soo Haeng Jo,L,R,"5' 10""",160,26,44,40,38,12,10,0,0,0,4,3,2,2,6,0.263,0.3,0.263,0,0.563,10,0,0,0,0
Soo Bin Jung,Doosan Bears,2020,0.008944543828264758,Doosan Bears-2020-Soo Bin Jung,L,L,"5' 8""",154,29,141,559,490,84,146,17,8,5,59,15,6,55,56,0.298,0.368,0.396,3,0.764,194,10,2,7,5
In Tae Kim,Doosan Bears,2020,0.00909090909090909,Doosan Bears-2020-In Tae Kim,L,L,"5' 10""",171,25,77,110,84,15,17,5,0,1,13,0,0,21,13,0.202,0.37,0.298,0,0.668,25,3,2,2,1
Jae Hwan Kim,Doosan Bears,2020,0.048859934853420196,Doosan Bears-2020-Jae Hwan Kim,L,R,"6' 0""",198,31,140,614,516,82,137,26,1,30,113,6,0,91,154,0.266,0.373,0.494,3,0.867,255,14,1,0,6
Jae-ho Kim,Doosan Bears,2020,0.004366812227074236,Doosan Bears-2020-Jae-ho Kim,R,R,"5' 11""",165,35,120,458,402,48,116,15,1,2,39,6,2,45,45,0.289,0.362,0.346,1,0.708,139,17,4,2,5
Hae Seong Kook,Doosan Bears,2020,0.031914893617021274,Doosan Bears-2020-Hae Seong Kook,S,R,"5' 10""",207,30,46,94,86,10,20,1,0,3,17,1,1,6,21,0.233,0.287,0.349,2,0.636,30,2,1,0,1
Min Seok Kwon,Doosan Bears,2020,0.0,Doosan Bears-2020-Min Seok Kwon,R,R,"6' 0""",163,21,55,57,50,6,13,2,0,0,7,1,0,3,15,0.26,0.291,0.3,0,0.591,15,0,0,2,2
Byung-hwee Lee,Doosan Bears,2020,0.0,Doosan Bears-2020-Byung-hwee Lee,R,R,"5' 8""",149,21,101,108,89,30,23,2,1,0,6,13,4,14,25,0.258,0.368,0.303,0,0.671,27,2,2,2,1
Seung Min Lee,Doosan Bears,2020,0.0,Doosan Bears-2020-Seung Min Lee,R,R,"5' 8""",187,25,3,1,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Jae Il Oh,Doosan Bears,2020,0.0299625468164794,Doosan Bears-2020-Jae Il Oh,L,L,"6' 1""",209,33,127,534,471,62,147,32,0,16,89,2,1,61,92,0.312,0.39,0.482,1,0.872,227,12,0,0,2
Jae-won Oh,Doosan Bears,2020,0.028735632183908046,Doosan Bears-2020-Jae-won Oh,L,R,"6' 1""",165,35,85,174,155,25,36,7,1,5,27,10,5,16,49,0.232,0.301,0.387,0,0.688,60,3,0,1,2
Myeong Jin Oh,Doosan Bears,2020,0.0,Doosan Bears-2020-Myeong Jin Oh,L,R,"5' 10""",174,19,5,4,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Ji Hoon Park,Doosan Bears,2020,0.0,Doosan Bears-2020-Ji Hoon Park,R,R,"6' 0""",176,19,10,2,2,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Kun Woo Park,Doosan Bears,2020,0.025408348457350273,Doosan Bears-2020-Kun Woo Park,R,R,"6' 0""",176,29,129,551,487,103,148,40,0,14,70,8,2,42,65,0.304,0.369,0.472,2,0.841,230,9,12,3,7
Sei Hyok Park,Doosan Bears,2020,0.009456264775413711,Doosan Bears-2020-Sei Hyok Park,L,R,"5' 11""",189,30,124,423,360,47,97,18,2,4,51,5,3,35,45,0.269,0.348,0.364,0,0.712,131,7,12,9,7
Ye Il Seo,Doosan Bears,2020,0.0,Doosan Bears-2020-Ye Il Seo,R,R,"5' 10""",182,27,40,29,25,4,6,2,0,0,1,0,0,3,7,0.24,0.31,0.32,0,0.63,8,0,0,0,1
Seong Hyun Shin,Doosan Bears,2020,0.0,Doosan Bears-2020-Seong Hyun Shin,R,R,"6' 0""",202,29,9,7,4,2,1,1,0,0,0,0,0,3,3,0.25,0.571,0.5,0,1.071,2,0,0,0,0
Chan Yeol Yang,Doosan Bears,2020,0.0,Doosan Bears-2020-Chan Yeol Yang,L,R,"5' 10""",185,23,17,26,22,5,5,0,0,0,3,0,0,3,2,0.227,0.346,0.227,0,0.574,5,0,1,0,0
Gweon Su An,Doosan Bears,2021,0.0,Doosan Bears-2021-Gweon Su An,L,R,"5' 8""",176,28,87,47,42,17,10,0,1,0,4,3,0,3,3,0.238,0.289,0.286,0,0.575,12,0,0,2,0
Jae Seok An,Doosan Bears,2021,0.008928571428571428,Doosan Bears-2021-Jae Seok An,L,R,"6' 0""",165,19,96,224,200,28,51,8,2,2,14,1,0,16,53,0.255,0.317,0.345,0,0.662,69,4,4,0,4
