player_name,team,year,home_run_rate,label,batting_side,throwing_hand,height,weight,age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,IBB,onbase_plus_slugging,TB,GIDP,HBP,SH,SF
Byung Heon Lee,Samsung Lions,2024,0.006024096385542169,Samsung Lions-2024-Byung Heon Lee,R,R,"5' 10""",191,24,95,166,145,9,36,4,0,1,9,0,0,17,48,0.248,0.335,0.297,0,0.632,43,0,2,2,0
Chang-Yong Lee,Samsung Lions,2024,0.0,Samsung Lions-2024-Chang-Yong Lee,R,R,"6' 0""",196,25,9,21,21,1,4,1,0,0,2,0,0,0,4,0.191,0.191,0.238,0,0.429,5,0,0,0,0
Jae Hyeon Lee,Samsung Lions,2024,0.03056768558951965,Samsung Lions-2024-Jae Hyeon Lee,R,R,"5' 10""",180,21,109,458,389,71,101,18,1,14,66,2,1,58,83,0.26,0.365,0.419,1,0.784,163,8,8,0,3
Sung Gyu Lee,Samsung Lions,2024,0.061971830985915494,Samsung Lions-2024-Sung Gyu Lee,R,R,"5' 10""",180,30,122,355,302,56,73,10,1,22,57,9,2,31,109,0.242,0.339,0.5,0,0.839,151,5,15,4,3
David MacKinnon,Samsung Lions,2024,0.012698412698412698,Samsung Lions-2024-David MacKinnon,R,R,"6' 2""",200,29,72,315,272,28,80,13,0,4,36,1,0,39,33,0.294,0.381,0.386,3,0.767,105,6,1,0,3
Ji Hyuk Ryu,Samsung Lions,2024,0.008620689655172414,Samsung Lions-2024-Ji Hyuk Ryu,L,R,"5' 11""",165,30,100,348,302,43,78,9,1,3,36,11,4,33,70,0.258,0.341,0.325,0,0.666,98,7,6,5,2
Seung Min Ryu,Samsung Lions,2024,0.0,Samsung Lions-2024-Seung Min Ryu,L,L,"6' 0""",198,19,5,3,1,1,0,0,0,0,0,0,0,2,1,0.0,0.667,0.0,0,0.667,0,0,0,0,0
Do Geun Yang,Samsung Lions,2024,0.0,Samsung Lions-2024-Do Geun Yang,R,R,"5' 8""",158,21,16,29,23,5,4,0,1,0,2,0,0,5,8,0.174,0.321,0.261,0,0.582,6,0,0,1,0
Woo Hyun Yang,Samsung Lions,2024,0.0,Samsung Lions-2024-Woo Hyun Yang,L,R,"5' 8""",180,24,7,15,13,0,0,0,0,0,1,0,0,1,6,0.0,0.071,0.0,0,0.071,0,1,0,1,0
Jeong Bin Yoon,Samsung Lions,2024,0.03723404255319149,Samsung Lions-2024-Jeong Bin Yoon,L,R,"5' 11""",205,25,69,188,161,26,46,4,1,7,20,1,3,22,47,0.286,0.378,0.453,0,0.831,73,1,3,0,2
Sang Hyun An,SSG Landers (prev. SK Wyverns),2018,0.0,SSG Landers (prev. SK Wyverns)-2018-Sang Hyun An,R,R,"5' 10""",163,21,1,2,2,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,1.0,1,0,0,0,0
Yong Ho Cho,SSG Landers (prev. SK Wyverns),2018,0.0,SSG Landers (prev. SK Wyverns)-2018-Yong Ho Cho,L,R,"5' 6""",165,28,16,14,13,4,1,0,0,0,0,0,1,0,5,0.077,0.077,0.077,0,0.154,1,0,0,1,0
Hang Choi,SSG Landers (prev. SK Wyverns),2018,0.027237354085603113,SSG Landers (prev. SK Wyverns)-2018-Hang Choi,L,R,"6' 0""",194,24,98,257,222,38,65,12,1,7,35,2,2,25,57,0.293,0.384,0.451,0,0.835,100,1,8,2,0
Jeong Choi,SSG Landers (prev. SK Wyverns),2018,0.07157464212678936,SSG Landers (prev. SK Wyverns)-2018-Jeong Choi,S,R,"5' 11""",183,31,115,489,406,95,99,16,1,35,74,9,2,58,129,0.244,0.368,0.547,2,0.915,222,10,23,0,2
Seung Jun Choi,SSG Landers (prev. SK Wyverns),2018,0.05063291139240506,SSG Landers (prev. SK Wyverns)-2018-Seung Jun Choi,R,R,"6' 2""",194,30,27,79,72,5,18,3,0,4,11,0,0,6,25,0.25,0.317,0.458,0,0.775,33,3,1,0,0
Yoo Seom Han,SSG Landers (prev. SK Wyverns),2018,0.07295373665480427,SSG Landers (prev. SK Wyverns)-2018-Yoo Seom Han,L,R,"6' 2""",231,28,136,562,486,97,138,31,0,41,115,4,2,52,124,0.284,0.367,0.601,3,0.967,292,10,16,0,8
Do Hwan Hur,SSG Landers (prev. SK Wyverns),2018,0.041666666666666664,SSG Landers (prev. SK Wyverns)-2018-Do Hwan Hur,R,R,"5' 9""",191,33,23,24,22,4,6,0,0,1,1,0,0,1,8,0.273,0.333,0.409,0,0.742,9,1,1,0,0
Jin Gi Jeong,SSG Landers (prev. SK Wyverns),2018,0.014150943396226415,SSG Landers (prev. SK Wyverns)-2018-Jin Gi Jeong,L,R,"6' 0""",202,25,96,212,201,33,49,8,1,3,17,11,3,6,45,0.244,0.273,0.338,0,0.611,68,2,2,3,0
Eui Yoon Jung,SSG Landers (prev. SK Wyverns),2018,0.04602510460251046,SSG Landers (prev. SK Wyverns)-2018-Eui Yoon Jung,R,R,"6' 0""",198,31,73,239,217,27,59,9,0,11,38,1,1,19,29,0.272,0.335,0.465,1,0.8,101,8,2,0,1
Ji Kwang Kang,SSG Landers (prev. SK Wyverns),2018,0.0,SSG Landers (prev. SK Wyverns)-2018-Ji Kwang Kang,R,R,"5' 11""",220,27,4,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Dong-Yub Kim,SSG Landers (prev. SK Wyverns),2018,0.06053811659192825,SSG Landers (prev. SK Wyverns)-2018-Dong-Yub Kim,R,R,"6' 4""",200,27,124,446,421,58,106,15,0,27,76,11,2,17,108,0.252,0.285,0.48,0,0.765,202,13,4,1,3
Jae Hyun Kim,SSG Landers (prev. SK Wyverns),2018,0.012987012987012988,SSG Landers (prev. SK Wyverns)-2018-Jae Hyun Kim,S,R,"5' 8""",158,30,53,77,65,19,18,1,1,1,5,7,1,9,17,0.277,0.39,0.369,0,0.759,24,0,3,0,0
Kang Min Kim,SSG Landers (prev. SK Wyverns),2018,0.052434456928838954,SSG Landers (prev. SK Wyverns)-2018-Kang Min Kim,R,R,"5' 11""",191,35,80,267,235,40,70,14,0,14,46,10,6,22,57,0.298,0.37,0.536,0,0.906,126,1,5,5,0
Sung Hyun Kim,SSG Landers (prev. SK Wyverns),2018,0.008658008658008658,SSG Landers (prev. SK Wyverns)-2018-Sung Hyun Kim,R,R,"5' 7""",158,31,135,462,415,51,115,19,1,4,55,6,2,29,42,0.277,0.336,0.357,0,0.692,148,19,9,6,3
Dae Soo Lee,SSG Landers (prev. SK Wyverns),2018,0.0,SSG Landers (prev. SK Wyverns)-2018-Dae Soo Lee,R,R,"5' 8""",165,36,4,6,5,1,1,1,0,0,0,0,0,0,2,0.2,0.2,0.4,0,0.6,2,0,0,1,0
Jae Won Lee,SSG Landers (prev. SK Wyverns),2018,0.036093418259023353,SSG Landers (prev. SK Wyverns)-2018-Jae Won Lee,R,R,"6' 0""",216,30,130,471,407,63,134,24,0,17,57,0,0,43,65,0.329,0.405,0.514,0,0.918,209,13,12,4,5
Sung Woo Lee,SSG Landers (prev. SK Wyverns),2018,0.0,SSG Landers (prev. SK Wyverns)-2018-Sung Woo Lee,R,R,"5' 10""",200,36,88,134,120,10,29,5,0,0,5,1,0,8,16,0.242,0.292,0.283,0,0.576,34,4,1,4,1
Yoon-jae Lee,SSG Landers (prev. SK Wyverns),2018,0.0,SSG Landers (prev. SK Wyverns)-2018-Yoon-jae Lee,R,R,"5' 10""",209,29,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Ju Hwan Na,SSG Landers (prev. SK Wyverns),2018,0.02857142857142857,SSG Landers (prev. SK Wyverns)-2018-Ju Hwan Na,R,R,"5' 10""",185,34,119,420,362,54,95,24,0,12,56,5,6,38,66,0.262,0.339,0.428,0,0.767,155,2,5,13,2
Jung Kwon Park,SSG Landers (prev. SK Wyverns),2018,0.06451612903225806,SSG Landers (prev. SK Wyverns)-2018-Jung Kwon Park,L,L,"6' 1""",211,36,14,31,29,4,5,0,0,2,6,0,0,2,9,0.172,0.226,0.379,0,0.605,11,0,0,0,0
Seong Han Park,SSG Landers (prev. SK Wyverns),2018,0.0,SSG Landers (prev. SK Wyverns)-2018-Seong Han Park,L,R,"5' 10""",169,20,42,59,52,3,7,1,0,0,2,0,0,7,16,0.135,0.237,0.154,0,0.391,8,0,0,0,0
Seung Wook Park,SSG Landers (prev. SK Wyverns),2018,0.0,SSG Landers (prev. SK Wyverns)-2018-Seung Wook Park,L,R,"6' 0""",187,25,51,79,65,11,20,3,0,0,9,4,1,10,16,0.308,0.416,0.354,0,0.769,23,1,2,2,0
Soo Kwang Ro,SSG Landers (prev. SK Wyverns),2018,0.013605442176870748,SSG Landers (prev. SK Wyverns)-2018-Soo Kwang Ro,L,R,"5' 10""",176,27,135,588,515,93,161,21,8,8,53,25,4,48,86,0.313,0.383,0.431,0,0.815,222,3,13,9,3
Jamie Romak,SSG Landers (prev. SK Wyverns),2018,0.0698051948051948,SSG Landers (prev. SK Wyverns)-2018-Jamie Romak,R,R,"6' 3""",226,32,141,616,528,102,167,19,0,43,107,10,5,72,123,0.316,0.404,0.597,0,1.001,315,7,10,0,6
Jung Woo Yoon,SSG Landers (prev. SK Wyverns),2018,0.023255813953488372,SSG Landers (prev. SK Wyverns)-2018-Jung Woo Yoon,R,R,"6' 2""",200,30,22,43,40,6,10,2,0,1,2,2,1,2,7,0.25,0.302,0.375,0,0.677,15,4,1,0,0
Sang Hyun An,SSG Landers (prev. SK Wyverns),2019,0.0,SSG Landers (prev. SK Wyverns)-2019-Sang Hyun An,R,R,"5' 10""",163,22,65,108,102,14,24,3,0,0,5,7,3,4,28,0.235,0.262,0.265,0,0.526,27,3,0,1,1
Young Seop Bae,SSG Landers (prev. SK Wyverns),2019,0.0,SSG Landers (prev. SK Wyverns)-2019-Young Seop Bae,R,R,"5' 10""",171,33,30,80,71,5,16,1,0,0,7,2,0,6,15,0.225,0.3,0.239,0,0.539,17,0,2,0,1
Hyun Woo Chae,SSG Landers (prev. SK Wyverns),2019,0.0,SSG Landers (prev. SK Wyverns)-2019-Hyun Woo Chae,R,R,"5' 11""",176,23,9,1,1,2,0,0,0,0,0,3,1,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Hang Choi,SSG Landers (prev. SK Wyverns),2019,0.0,SSG Landers (prev. SK Wyverns)-2019-Hang Choi,L,R,"6' 0""",194,25,52,147,127,12,29,5,0,0,14,2,0,16,24,0.228,0.322,0.268,0,0.59,34,3,2,1,1
Jeong Choi,SSG Landers (prev. SK Wyverns),2019,0.04785478547854786,SSG Landers (prev. SK Wyverns)-2019-Jeong Choi,S,R,"5' 11""",183,32,141,606,503,86,147,27,0,29,99,3,2,69,92,0.292,0.399,0.519,6,0.918,261,4,26,0,8
Joon-woo Choi,SSG Landers (prev. SK Wyverns),2019,0.0,SSG Landers (prev. SK Wyverns)-2019-Joon-woo Choi,L,R,"5' 8""",180,20,15,36,33,3,7,2,0,0,0,0,0,3,3,0.212,0.278,0.273,0,0.551,9,2,0,0,0
Kyung-mo Choi,SSG Landers (prev. SK Wyverns),2019,0.0,SSG Landers (prev. SK Wyverns)-2019-Kyung-mo Choi,R,R,"5' 6""",160,23,17,16,16,2,1,1,0,0,1,0,0,0,2,0.063,0.063,0.125,0,0.188,2,0,0,0,0
Min Jae Choi,SSG Landers (prev. SK Wyverns),2019,0.0,SSG Landers (prev. SK Wyverns)-2019-Min Jae Choi,L,R,"5' 10""",185,25,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Seung Jun Choi,SSG Landers (prev. SK Wyverns),2019,0.0,SSG Landers (prev. SK Wyverns)-2019-Seung Jun Choi,R,R,"6' 2""",194,31,10,24,22,2,5,0,0,0,0,0,0,2,10,0.227,0.292,0.227,0,0.519,5,1,0,0,0
Yoo Seom Han,SSG Landers (prev. SK Wyverns),2019,0.02390438247011952,SSG Landers (prev. SK Wyverns)-2019-Yoo Seom Han,L,R,"6' 2""",231,29,125,502,427,52,113,20,0,12,52,0,1,55,100,0.265,0.375,0.396,4,0.77,169,6,20,0,0
Do Hwan Hur,SSG Landers (prev. SK Wyverns),2019,0.010752688172043012,SSG Landers (prev. SK Wyverns)-2019-Do Hwan Hur,R,R,"5' 9""",191,34,56,93,79,3,10,3,0,1,6,0,1,5,18,0.127,0.202,0.203,0,0.405,16,3,3,4,2
Jin Gi Jeong,SSG Landers (prev. SK Wyverns),2019,0.0,SSG Landers (prev. SK Wyverns)-2019-Jin Gi Jeong,L,R,"6' 0""",202,26,13,17,16,1,3,0,0,0,2,0,0,1,2,0.188,0.235,0.188,0,0.423,3,0,0,0,0
Eui Yoon Jung,SSG Landers (prev. SK Wyverns),2019,0.03110047846889952,SSG Landers (prev. SK Wyverns)-2019-Eui Yoon Jung,R,R,"6' 0""",198,32,110,418,380,44,107,24,0,13,59,0,0,30,60,0.282,0.342,0.447,1,0.79,170,9,6,0,2
Seung Ho Kang,SSG Landers (prev. SK Wyverns),2019,0.047619047619047616,SSG Landers (prev. SK Wyverns)-2019-Seung Ho Kang,R,R,"5' 10""",194,25,15,42,39,5,6,0,0,2,5,0,0,2,18,0.154,0.195,0.308,0,0.503,12,1,0,1,0
Chang Pyeong Kim,SSG Landers (prev. SK Wyverns),2019,0.0,SSG Landers (prev. SK Wyverns)-2019-Chang Pyeong Kim,L,R,"6' 0""",171,19,18,53,45,4,8,2,0,0,3,0,0,4,11,0.178,0.26,0.222,0,0.482,10,1,1,3,0
Jae Hyun Kim,SSG Landers (prev. SK Wyverns),2019,0.0,SSG Landers (prev. SK Wyverns)-2019-Jae Hyun Kim,S,R,"5' 8""",158,31,83,49,42,29,12,2,1,0,2,13,6,4,11,0.286,0.348,0.381,0,0.729,16,0,0,3,0
Kang Min Kim,SSG Landers (prev. SK Wyverns),2019,0.017391304347826087,SSG Landers (prev. SK Wyverns)-2019-Kang Min Kim,R,R,"5' 11""",191,36,127,460,422,54,114,14,2,8,50,15,8,31,103,0.27,0.324,0.37,3,0.694,156,2,4,0,3
Seong-min Kim,SSG Landers (prev. SK Wyverns),2019,0.0,SSG Landers (prev. SK Wyverns)-2019-Seong-min Kim,R,R,"6' 2""",250,26,2,4,4,0,1,0,0,0,0,0,0,0,3,0.25,0.25,0.25,0,0.5,1,0,0,0,0
Sung Hyun Kim,SSG Landers (prev. SK Wyverns),2019,0.00211864406779661,SSG Landers (prev. SK Wyverns)-2019-Sung Hyun Kim,R,R,"5' 7""",158,32,144,472,426,45,105,16,2,1,34,6,2,33,43,0.247,0.302,0.301,0,0.602,128,15,2,8,3
Jong Wook Ko,SSG Landers (prev. SK Wyverns),2019,0.005847953216374269,SSG Landers (prev. SK Wyverns)-2019-Jong Wook Ko,L,R,"6' 0""",182,30,137,513,492,76,159,25,7,3,56,31,10,18,89,0.323,0.347,0.421,1,0.768,207,5,1,0,2
Hyun Seok Lee,SSG Landers (prev. SK Wyverns),2019,0.0,SSG Landers (prev. SK Wyverns)-2019-Hyun Seok Lee,R,R,"5' 8""",198,27,2,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Jae Won Lee,SSG Landers (prev. SK Wyverns),2019,0.02390438247011952,SSG Landers (prev. SK Wyverns)-2019-Jae Won Lee,R,R,"6' 0""",216,31,139,502,451,33,121,19,0,12,75,1,0,34,59,0.268,0.327,0.39,2,0.718,176,16,9,1,7
Jae Hyun Lim,SSG Landers (prev. SK Wyverns),2019,0.0,SSG Landers (prev. SK Wyverns)-2019-Jae Hyun Lim,R,R,"5' 8""",176,28,6,3,3,1,2,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0,1.333,2,0,0,0,0
Ju Hwan Na,SSG Landers (prev. SK Wyverns),2019,0.012244897959183673,SSG Landers (prev. SK Wyverns)-2019-Ju Hwan Na,R,R,"5' 10""",185,35,94,245,225,14,50,9,0,3,20,1,2,12,54,0.222,0.27,0.302,0,0.572,68,6,3,4,1
Tae-Hyeok Nam,SSG Landers (prev. SK Wyverns),2019,0.0,SSG Landers (prev. SK Wyverns)-2019-Tae-Hyeok Nam,R,R,"6' 1""",235,28,12,24,22,1,5,0,0,0,1,0,0,2,3,0.227,0.292,0.227,0,0.519,5,3,0,0,0
Jun Hyeok Oh,SSG Landers (prev. SK Wyverns),2019,0.0,SSG Landers (prev. SK Wyverns)-2019-Jun Hyeok Oh,L,R,"6' 1""",176,27,2,1,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Jung Kwon Park,SSG Landers (prev. SK Wyverns),2019,0.02702702702702703,SSG Landers (prev. SK Wyverns)-2019-Jung Kwon Park,L,L,"6' 1""",211,37,18,37,32,5,6,1,0,1,5,0,0,5,11,0.188,0.297,0.313,0,0.61,10,0,0,0,0
Soo Kwang Ro,SSG Landers (prev. SK Wyverns),2019,0.0044943820224719105,SSG Landers (prev. SK Wyverns)-2019-Soo Kwang Ro,L,R,"5' 10""",176,28,117,445,388,69,97,16,1,2,28,27,10,46,68,0.25,0.333,0.312,0,0.645,121,1,2,9,0
Jamie Romak,SSG Landers (prev. SK Wyverns),2019,0.04923599320882852,SSG Landers (prev. SK Wyverns)-2019-Jamie Romak,R,R,"6' 3""",226,33,137,589,504,86,139,28,1,29,95,6,3,73,117,0.276,0.37,0.508,3,0.878,256,11,6,0,6
Hyun Woo Chae,SSG Landers (prev. SK Wyverns),2020,0.0,SSG Landers (prev. SK Wyverns)-2020-Hyun Woo Chae,R,R,"5' 11""",176,24,16,24,23,2,3,1,0,0,0,3,0,1,8,0.13,0.167,0.174,0,0.341,4,2,0,0,0
Tae In Chae,SSG Landers (prev. SK Wyverns),2020,0.037037037037037035,SSG Landers (prev. SK Wyverns)-2020-Tae In Chae,L,L,"6' 1""",207,37,71,189,160,11,45,5,0,7,24,0,0,29,33,0.281,0.392,0.444,2,0.835,71,4,0,0,0
Hang Choi,SSG Landers (prev. SK Wyverns),2020,0.012903225806451613,SSG Landers (prev. SK Wyverns)-2020-Hang Choi,L,R,"6' 0""",194,26,47,155,132,21,35,3,0,2,15,1,0,21,27,0.265,0.368,0.333,1,0.701,44,3,1,0,1
Jeong Choi,SSG Landers (prev. SK Wyverns),2020,0.059674502712477394,SSG Landers (prev. SK Wyverns)-2020-Jeong Choi,S,R,"5' 11""",183,33,133,553,452,90,122,22,0,33,96,8,3,75,98,0.27,0.392,0.538,1,0.93,243,7,20,0,6
Ji Hoon Choi,SSG Landers (prev. SK Wyverns),2020,0.0019230769230769232,SSG Landers (prev. SK Wyverns)-2020-Ji Hoon Choi,L,R,"5' 10""",180,22,127,520,466,66,120,19,5,1,27,18,6,38,80,0.258,0.318,0.326,0,0.645,152,4,5,8,3
Joon-woo Choi,SSG Landers (prev. SK Wyverns),2020,0.014492753623188406,SSG Landers (prev. SK Wyverns)-2020-Joon-woo Choi,L,R,"5' 8""",180,21,66,207,182,23,43,4,0,3,14,1,1,19,28,0.236,0.307,0.308,0,0.615,56,3,0,5,1
Yoo Seom Han,SSG Landers (prev. SK Wyverns),2020,0.06493506493506493,SSG Landers (prev. SK Wyverns)-2020-Yoo Seom Han,L,R,"6' 2""",231,30,62,231,193,35,48,5,0,15,31,2,0,30,49,0.249,0.364,0.508,1,0.871,98,8,6,0,2
Jin Gi Jeong,SSG Landers (prev. SK Wyverns),2020,0.014285714285714285,SSG Landers (prev. SK Wyverns)-2020-Jin Gi Jeong,L,R,"6' 0""",202,27,50,140,126,14,30,2,2,2,15,7,1,7,34,0.238,0.279,0.333,1,0.613,42,2,1,4,2
Eui Yoon Jung,SSG Landers (prev. SK Wyverns),2020,0.0049261083743842365,SSG Landers (prev. SK Wyverns)-2020-Eui Yoon Jung,R,R,"6' 0""",198,33,76,203,187,13,45,5,1,1,20,0,1,12,38,0.241,0.286,0.294,1,0.58,55,7,1,0,3
Hyun Jung,SSG Landers (prev. SK Wyverns),2020,0.015625,SSG Landers (prev. SK Wyverns)-2020-Hyun Jung,R,R,"5' 11""",194,26,89,128,112,14,17,4,0,2,4,0,2,11,34,0.152,0.24,0.241,0,0.481,27,3,2,3,0
Chang Pyeong Kim,SSG Landers (prev. SK Wyverns),2020,0.0,SSG Landers (prev. SK Wyverns)-2020-Chang Pyeong Kim,L,R,"6' 0""",171,20,35,90,78,10,15,4,1,0,7,7,0,11,16,0.192,0.289,0.269,0,0.558,21,2,0,0,1
Gyeong Ho Kim,SSG Landers (prev. SK Wyverns),2020,0.0,SSG Landers (prev. SK Wyverns)-2020-Gyeong Ho Kim,L,R,"5' 10""",149,24,56,110,105,17,30,3,1,0,9,1,4,3,16,0.286,0.303,0.333,0,0.636,35,2,0,1,1
Jae Hyun Kim,SSG Landers (prev. SK Wyverns),2020,0.0,SSG Landers (prev. SK Wyverns)-2020-Jae Hyun Kim,S,R,"5' 8""",158,32,8,14,14,3,2,0,0,0,0,0,0,0,4,0.143,0.143,0.143,0,0.286,2,0,0,0,0
Kang Min Kim,SSG Landers (prev. SK Wyverns),2020,0.03669724770642202,SSG Landers (prev. SK Wyverns)-2020-Kang Min Kim,R,R,"5' 11""",191,37,122,327,289,39,73,11,1,12,45,7,5,27,62,0.253,0.323,0.422,2,0.745,122,10,4,5,2
Min Jun Kim,SSG Landers (prev. SK Wyverns),2020,0.0,SSG Landers (prev. SK Wyverns)-2020-Min Jun Kim,R,R,"5' 8""",165,26,12,5,4,4,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0,0.0,0,0,0,1,0
Seong Min Kim,SSG Landers (prev. SK Wyverns),2020,0.125,SSG Landers (prev. SK Wyverns)-2020-Seong Min Kim,R,R,"6' 0""",194,19,9,16,14,4,4,0,0,2,4,0,0,1,3,0.286,0.375,0.714,0,1.089,10,0,1,0,0
Sung Hyun Kim,SSG Landers (prev. SK Wyverns),2020,0.00510204081632653,SSG Landers (prev. SK Wyverns)-2020-Sung Hyun Kim,R,R,"5' 7""",158,33,133,392,343,34,93,9,1,2,25,1,1,30,27,0.271,0.336,0.321,0,0.657,110,10,5,11,3
Jong Wook Ko,SSG Landers (prev. SK Wyverns),2020,0.010416666666666666,SSG Landers (prev. SK Wyverns)-2020-Jong Wook Ko,L,R,"6' 0""",182,31,92,288,272,24,77,9,3,3,26,1,3,14,55,0.283,0.319,0.371,0,0.691,101,3,1,0,1
Geo Yeon Lee,SSG Landers (prev. SK Wyverns),2020,0.0,SSG Landers (prev. SK Wyverns)-2020-Geo Yeon Lee,R,R,"6' 1""",202,23,8,10,8,1,1,0,0,0,0,0,0,2,6,0.125,0.3,0.125,0,0.425,1,0,0,0,0
Hyun Seok Lee,SSG Landers (prev. SK Wyverns),2020,0.01834862385321101,SSG Landers (prev. SK Wyverns)-2020-Hyun Seok Lee,R,R,"5' 8""",198,28,58,109,101,7,18,2,0,2,7,1,0,4,30,0.178,0.224,0.257,0,0.482,26,4,2,2,0
Jae Won Lee,SSG Landers (prev. SK Wyverns),2020,0.00796812749003984,SSG Landers (prev. SK Wyverns)-2020-Jae Won Lee,R,R,"6' 0""",216,32,80,251,222,18,41,8,0,2,21,0,0,19,24,0.185,0.266,0.248,3,0.514,55,12,6,3,1
Tae-Hyeok Nam,SSG Landers (prev. SK Wyverns),2020,0.013888888888888888,SSG Landers (prev. SK Wyverns)-2020-Tae-Hyeok Nam,R,R,"6' 1""",235,29,35,72,66,3,13,1,0,1,11,0,0,6,22,0.197,0.264,0.258,0,0.522,17,2,0,0,0
Jun Hyeok Oh,SSG Landers (prev. SK Wyverns),2020,0.018633540372670808,SSG Landers (prev. SK Wyverns)-2020-Jun Hyeok Oh,L,R,"6' 1""",176,28,70,161,148,19,40,7,0,3,18,0,3,11,34,0.27,0.323,0.378,1,0.701,56,1,1,0,1
Seong Han Park,SSG Landers (prev. SK Wyverns),2020,0.017857142857142856,SSG Landers (prev. SK Wyverns)-2020-Seong Han Park,L,R,"5' 10""",169,22,41,112,99,7,24,2,0,2,8,1,1,11,21,0.242,0.324,0.323,0,0.648,32,1,1,1,0
Jamie Romak,SSG Landers (prev. SK Wyverns),2020,0.05460750853242321,SSG Landers (prev. SK Wyverns)-2020-Jamie Romak,R,R,"6' 3""",226,34,139,586,485,85,137,32,0,32,91,4,2,91,116,0.283,0.399,0.546,5,0.946,265,5,6,0,4
Hyo Seung Ryu,SSG Landers (prev. SK Wyverns),2020,0.1111111111111111,SSG Landers (prev. SK Wyverns)-2020-Hyo Seung Ryu,R,R,"6' 2""",220,23,8,9,8,2,1,0,0,1,2,0,0,1,4,0.125,0.222,0.5,0,0.722,4,0,0,0,0
Tyler White,SSG Landers (prev. SK Wyverns),2020,0.03333333333333333,SSG Landers (prev. SK Wyverns)-2020-Tyler White,R,R,"5' 11""",238,29,9,30,22,3,3,1,0,1,4,0,0,6,1,0.136,0.367,0.318,0,0.685,7,0,2,0,0
Seo Jun Yoo,SSG Landers (prev. SK Wyverns),2020,0.04,SSG Landers (prev. SK Wyverns)-2020-Seo Jun Yoo,R,R,"5' 10""",176,24,28,25,24,10,6,1,0,1,2,1,1,1,7,0.25,0.28,0.417,0,0.697,10,2,0,0,0
Suk Min Yoon,SSG Landers (prev. SK Wyverns),2020,0.039473684210526314,SSG Landers (prev. SK Wyverns)-2020-Suk Min Yoon,R,R,"5' 10""",194,34,34,76,73,4,14,2,0,3,12,0,0,2,12,0.192,0.211,0.343,0,0.553,25,3,0,0,1
Sang Hyun An,SSG Landers (prev. SK Wyverns),2021,0.025,SSG Landers (prev. SK Wyverns)-2021-Sang Hyun An,R,R,"5' 10""",163,24,37,40,39,9,10,2,0,1,4,3,1,1,15,0.256,0.275,0.385,0,0.66,15,0,0,0,0
Hang Choi,SSG Landers (prev. SK Wyverns),2021,0.0,SSG Landers (prev. SK Wyverns)-2021-Hang Choi,L,R,"6' 0""",194,27,34,79,69,5,19,2,1,0,7,1,0,6,16,0.275,0.346,0.333,1,0.68,23,4,2,1,1
Jeong Choi,SSG Landers (prev. SK Wyverns),2021,0.06306306306306306,SSG Landers (prev. SK Wyverns)-2021-Jeong Choi,S,R,"5' 11""",183,34,134,555,436,92,121,17,1,35,100,8,6,84,102,0.278,0.41,0.562,3,0.972,245,9,22,1,12
Ji Hoon Choi,SSG Landers (prev. SK Wyverns),2021,0.009363295880149813,SSG Landers (prev. SK Wyverns)-2021-Ji Hoon Choi,L,R,"5' 10""",180,23,136,534,461,75,121,19,6,5,45,26,6,51,71,0.263,0.342,0.362,0,0.705,167,6,8,8,6
Joo Hwan Choi,SSG Landers (prev. SK Wyverns),2021,0.03829787234042553,SSG Landers (prev. SK Wyverns)-2021-Joo Hwan Choi,L,R,"5' 10""",160,33,116,470,406,50,104,16,0,18,67,2,1,53,84,0.256,0.353,0.429,4,0.782,174,7,9,0,2
Shin-Soo Choo,SSG Landers (prev. SK Wyverns),2021,0.03620689655172414,SSG Landers (prev. SK Wyverns)-2021-Shin-Soo Choo,L,L,"5' 11""",205,38,137,580,461,84,122,19,2,21,69,25,9,103,123,0.265,0.409,0.451,4,0.86,208,8,12,0,4
Sang Ho Chung,SSG Landers (prev. SK Wyverns),2021,0.0,SSG Landers (prev. SK Wyverns)-2021-Sang Ho Chung,R,R,"6' 1""",220,38,3,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Yoo Seom Han,SSG Landers (prev. SK Wyverns),2021,0.05973025048169557,SSG Landers (prev. SK Wyverns)-2021-Yoo Seom Han,L,R,"6' 2""",231,31,135,519,442,71,123,18,1,31,95,1,0,60,96,0.278,0.373,0.534,4,0.907,236,11,10,1,6
